,영화명,감독,배급사,개봉일,국적,전국관객수,장르,등급,유료시사회,개봉달,스크린수,상영횟수,관객수,매출액,누적관객수,주연,감독관객,평점,평점수,SSS,SS,S,A,B,C,D,F,기록없음
111,깡철이,안권태,씨제이이앤엠(주),2013-10-02,한국,1204666,드라마,15세이상관람가,0,10,9,31,"5,717","43,855,000","5,717","유아인,김해숙,정유미",1682195,9.06,4502,0,0,2,1,0,0,0,0,0
112,시간이탈자,곽재용,씨제이이앤엠(주),2016-04-13,한국,1202058,스릴러,15세이상관람가,0,4,37,70,"12,265","96,664,500","12,265","임수정,조정석,이진욱",401477,8.94,377,0,0,0,0,0,1,2,0,0
113,해빙,이수연,롯데쇼핑㈜롯데엔터테인먼트,2017-03-01,한국,1201576,스릴러,15세이상관람가,0,3,5,9,"3,024","25,669,000","3,024","조진웅,신구,김대명",402414,9.16,176,0,0,0,2,0,0,1,0,0
114,더 웹툰: 예고살인,김용균,씨제이이앤엠(주),2013-06-27,한국,1201033,공포(호러),15세이상관람가,0,6,10,56,"11,631","69,519,000","11,631","이시영,엄기준",1315099,8.61,4146,0,0,0,0,1,0,1,0,0
115,빅매치,최호,(주)넥스트엔터테인먼트월드(NEW),2014-11-27,한국,1177438,액션,15세이상관람가,0,11,446,"1,132","60,677","418,770,200","60,677","이정재,신하균,이성민,보아",1165782,8.77,563,1,0,0,0,1,0,2,0,0
116,"당신, 거기 있어줄래요",홍지영,롯데쇼핑㈜롯데엔터테인먼트,2016-12-14,한국,1168625,판타지,12세이상관람가,0,12,43,100,"18,045","145,765,000","18,045","김윤석,변요한,채서진",795420,9.48,1806,0,0,1,0,0,0,2,0,0
117,동주,이준익,메가박스중앙(주)플러스엠,2016-02-17,한국,1168427,드라마,12세이상관람가,0,2,7,24,"5,398","36,388,000","5,398","강하늘,박정민",1341667,9.28,240,0,0,0,1,1,0,0,0,0
118,장수상회,강제규,씨제이이앤엠(주),2015-04-09,한국,1160935,멜로/로맨스,12세이상관람가,0,4,38,116,"17,046","131,078,000","17,046","박근형,윤여정,조진웅,한지민,윤여정",389050,9.23,855,0,0,1,1,0,2,1,0,0
119,슬로우 비디오,김영탁,이십세기폭스코리아(주),2014-10-02,한국,1159787,드라마,12세이상관람가,0,10,17,67,"11,947","89,660,000","11,947","차태현,남상미",2094761,9.07,993,0,0,1,0,0,0,1,0,0
120,미씽: 사라진 여자,이언희,메가박스중앙(주)플러스엠,2016-11-30,한국,1153109,미스터리,15세이상관람가,0,11,17,42,"6,642","44,916,500","6,642","엄지원,공효진",1533822,9.29,496,0,0,0,1,0,0,1,0,0
121,고령화 가족,송해성,씨제이이앤엠(주),2013-05-09,한국,1139250,드라마,15세이상관람가,0,5,10,34,"7,330","51,240,500","7,330","박해일,윤제문,공효진,윤여정,진지희",1719838,8.81,4880,0,0,0,1,1,1,1,1,0
122,하루,조선호,CGV아트하우스,2017-06-15,한국,1129018,스릴러,15세이상관람가,0,6,8,36,"7,124","60,102,000","7,124","김명민,변요한,유재명,조은형,신혜선",981064,8.09,238,0,0,1,0,1,1,2,0,0
123,성난 변호사,허종호,씨제이이앤엠(주),2015-10-08,한국,1124918,범죄,15세이상관람가,0,10,65,123,"13,682","109,047,400","13,682","이선균,김고은,임원희",623978,7.91,252,0,1,0,1,0,1,0,0,0
124,간신,민규동,롯데쇼핑㈜롯데엔터테인먼트,2015-05-21,한국,1110246,사극,청소년관람불가,0,5,10,40,"8,947","71,507,000","8,947","주지훈,김강우,천호진,임지연,이유영",143239,8.31,576,1,0,0,1,0,0,1,2,0
125,오빠생각,이한,(주)넥스트엔터테인먼트월드(NEW),2016-01-21,한국,1069436,드라마,12세이상관람가,0,1,83,167,"24,951","211,116,000","24,951","임시완,고아성,이희준",2666956,9.06,679,0,0,0,1,0,1,1,0,0
126,"날, 보러와요",이철하,메가박스중앙(주)플러스엠,2016-04-07,한국,1061412,미스터리,청소년관람불가,0,4,5,18,"4,541","29,655,000","4,541","강예원,이상윤,최진호",434975,8.16,116,0,0,0,0,0,2,1,0,0
127,그놈이다,윤준형,CGV아트하우스,2015-10-28,한국,1046313,스릴러,15세이상관람가,0,10,17,39,"6,343","56,610,500","6,343","주원,유해진",523656,9.31,250,1,0,0,0,0,0,1,0,0
128,동창생,박홍수,(주)쇼박스,2013-11-06,한국,1044522,액션,15세이상관람가,0,11,11,27,"6,511","47,132,500","6,511","최승현,한예리",2864138,9.41,4952,0,0,0,0,1,0,1,0,0
129,방황하는 칼날,이정호,씨제이이앤엠(주),2014-04-10,한국,987420,범죄,청소년관람불가,0,4,12,43,"7,863","68,089,000","7,863","정재영,이성민",873980,9.16,290,0,0,0,0,1,0,0,1,0
130,미쓰 와이프,강효진,메가박스중앙(주)플러스엠,2015-08-13,한국,984265,코미디,15세이상관람가,0,8,32,101,"15,981","125,436,000","15,981","엄정화,송승헌,김상호,라미란",330098,8.57,607,0,0,0,0,0,2,2,0,0
131,"고산자, 대동여지도",강우석,씨제이이앤엠(주),2016-09-07,한국,971194,사극,전체관람가,0,9,39,92,"20,623","161,798,000","20,623","차승원,유준상,김인권,남지현",1535526,8.03,487,0,0,0,1,1,1,1,0,0
132,우리는 형제입니다,장진,(주)쇼박스,2014-10-23,한국,970373,코미디,12세이상관람가,0,10,69,119,"4,348","32,674,000","4,348","김성균,조진웅,윤진이",437380,8.38,168,0,0,0,1,0,0,1,1,0
133,전국노래자랑,이종필,롯데쇼핑㈜롯데엔터테인먼트,2013-05-01,한국,963634,코미디,12세이상관람가,0,5,40,165,"14,239","78,887,000","14,239","김인권,류현경,김수미,오광록,유연석,이초희,오현경,송해",432272,8.61,5030,0,0,0,1,0,1,2,4,0
134,허삼관,하정우,(주)넥스트엔터테인먼트월드(NEW),2015-01-14,한국,955175,드라마,12세이상관람가,0,1,37,53,"7,868","64,088,000","7,868",하정우,613129,9,786,1,0,0,0,0,0,0,0,0
135,불한당: 나쁜 놈들의 세상,변성현,씨제이이앤엠(주),2017-05-17,한국,951797,범죄,청소년관람불가,0,5,41,206,"26,263","229,157,700","26,263","설경구,임시완",928764,8.74,1014,0,0,0,1,0,0,1,0,0
136,뽀로로 극장판 슈퍼썰매 대모험,박영균,씨제이이앤엠(주),2013-01-23,한국,929985,애니메이션,전체관람가,0,1,3,12,"2,752","28,257,000","2,752",이선,689003,9.01,153,0,0,0,0,0,0,1,0,0
137,열한시,김현석,씨제이이앤엠(주),2013-11-28,한국,870785,스릴러,15세이상관람가,0,11,12,32,"6,957","48,945,000","6,957","정재영,김옥빈,최다니엘",1955862,8.43,3670,0,0,0,0,0,1,1,1,0
138,살인의뢰,손용호,씨네그루(주)다우기술,2015-03-12,한국,855980,범죄,청소년관람불가,0,3,9,25,"6,359","51,785,000","6,359","김상경,김성균,박성웅",855980,8.61,259,0,0,0,0,0,1,2,0,0
139,좋아해줘,박현진,씨제이이앤엠(주),2016-02-17,한국,848148,멜로/로맨스,12세이상관람가,0,2,19,54,"11,969","94,250,000","11,969","이미연,최지우,김주혁,유아인,강하늘,이솜",282769,9.19,362,0,0,0,2,1,0,2,1,0
140,대립군,정윤철,이십세기폭스코리아(주),2017-05-31,한국,837500,드라마,15세이상관람가,0,5,28,62,"10,744","94,434,600","10,744","이정재,여진구",837500,9.08,512,1,0,0,1,0,0,0,0,0
141,손님,김광태,씨제이이앤엠(주),2015-07-09,한국,827918,판타지,15세이상관람가,0,7,18,40,"7,612","69,904,200","7,612","류승룡,이성민",828025,8.44,259,0,0,0,0,1,0,1,0,0
142,뽀로로 극장판 공룡섬 대모험,"김현호,윤제완",(주)넥스트엔터테인먼트월드(NEW),2017-12-07,한국,824079,애니메이션,전체관람가,0,12,9,22,"4,451","36,470,000","4,451","이선,이미자,함수정,홍소영,정미숙,김서영,김환진,엄상현",542974,9.7,46,0,0,1,0,0,0,6,1,0
143,남쪽으로 튀어,임순례,롯데쇼핑㈜롯데엔터테인먼트,2013-02-06,한국,821918,코미디,15세이상관람가,0,2,26,67,"12,811","74,102,000","12,811","김윤석,오연수,한예리,백승환,박사랑",1364545,8.73,4996,0,0,1,0,0,0,2,2,0
144,카트,부지영,(주)리틀빅픽쳐스,2014-11-13,한국,799275,드라마,12세이상관람가,0,11,51,195,"30,423","239,237,000","30,423",염정아,273150,9.67,8781,0,0,0,0,0,1,0,0,0
145,상의원,이원석,(주)쇼박스,2014-12-24,한국,790158,사극,15세이상관람가,0,12,77,206,"18,634","150,836,400","18,634","한석규,고수,박신혜,유연석",579030,8.75,524,0,0,0,0,2,1,1,0,0
146,관능의 법칙,권칠인,롯데쇼핑㈜롯데엔터테인먼트,2014-02-13,한국,773996,드라마,청소년관람불가,0,2,22,103,"21,016","141,815,000","21,016","엄정화,문소리,조민수",589756,7.64,216,0,0,0,1,0,1,0,1,0
147,스플릿,최국희,오퍼스픽쳐스,2016-11-09,한국,757430,드라마,15세이상관람가,0,11,47,103,"20,583","164,774,000","20,583","유지태,이정현",758195,9.48,394,0,0,0,1,0,1,0,0,0
148,더 파이브,정연식,씨제이이앤엠(주),2013-11-14,한국,731212,스릴러,청소년관람불가,0,11,28,62,"4,590","35,916,000","4,590","김선아,마동석,정인기,이청아,박효주",731212,9.02,3716,1,0,0,1,0,0,0,3,0
149,국가대표 2,김종현,메가박스중앙(주)플러스엠,2016-08-10,한국,703024,드라마,12세이상관람가,0,8,29,173,"28,848","235,175,900","28,848","수애,오달수,오연서",532683,8.96,"1,742명",0,1,0,0,0,1,0,1,0
150,열정같은소리하고있네,정기훈,(주)넥스트엔터테인먼트월드(NEW),2015-11-25,한국,654407,드라마,15세이상관람가,0,11,22,53,"10,298","83,537,000","10,298","정재영,박보영",1677311,9.25,443,0,0,0,0,0,0,0,2,0
151,그날의 분위기,조규장,(주)쇼박스,2016-01-14,한국,652453,멜로/로맨스,15세이상관람가,0,1,10,33,"7,519","61,229,000","7,519","문채원,유연석",402769,8.32,284,0,0,0,0,0,0,2,0,0
152,아빠는 딸,김형협,메가박스중앙(주)플러스엠,2017-04-12,한국,646412,코미디,12세이상관람가,0,4,10,33,"7,428","60,845,000","7,428","윤제문,정소민",647305,9.1,1101,0,0,0,0,0,0,1,1,0
153,사냥,이우철,롯데쇼핑㈜롯데엔터테인먼트,2016-06-29,한국,645922,액션,15세이상관람가,0,6,10,20,"5,535","43,846,000","5,535","안성기,조진웅,한예리,권율,손현주,박병은",291893,8.32,395,0,0,0,1,0,1,3,1,0
154,널 기다리며,모홍진,(주)넥스트엔터테인먼트월드(NEW),2016-03-10,한국,634953,스릴러,청소년관람불가,0,3,8,16,"3,662","29,486,000","3,662","심은경,윤제문",635235,9.38,739,0,0,0,0,0,1,0,1,0
155,플랜맨,성시흡,롯데쇼핑㈜롯데엔터테인먼트,2014-01-09,한국,632299,드라마,15세이상관람가,0,1,46,83,"16,573","118,685,000","16,573","정재영,한지민",317870,9.09,507,0,0,1,0,0,0,0,1,0
156,조선마술사,김대승,롯데쇼핑㈜롯데엔터테인먼트,2015-12-30,한국,628576,드라마,12세이상관람가,0,12,9,16,"4,472","34,696,000","4,472","유승호,고아라,곽도원,조윤희",1288898,7.78,405,0,0,1,1,1,0,1,0,0
157,특종: 량첸살인기,노덕,롯데쇼핑㈜롯데엔터테인먼트,2015-10-22,한국,616481,스릴러,15세이상관람가,0,10,34,120,"24,712","176,977,000","24,712","조정석,이미숙,이하나",827293,8.48,277,0,0,0,0,0,1,2,0,0
158,서부전선,천성일,롯데쇼핑㈜롯데엔터테인먼트,2015-09-24,한국,609063,전쟁,12세이상관람가,0,9,10,18,"4,899","38,842,000","4,899","설경구,여진구",609063,8.12,1102,0,0,0,2,0,0,0,0,0
159,우는 남자,이정범,씨제이이앤엠(주),2014-06-04,한국,599050,액션,청소년관람불가,0,6,408,"1,128","47,328","384,378,100","47,328","장동건,김민희",2416089,8.17,378,0,0,0,0,0,0,1,1,0
160,황제를 위하여,박상준,유나이티드픽처스(주),2014-06-11,한국,592041,액션,청소년관람불가,0,6,4,12,"2,847","20,529,000","2,847","이민기,박성웅,이태임",354036,8.66,306,0,0,0,0,0,2,1,0,0
161,패션왕,오기환,(주)넥스트엔터테인먼트월드(NEW),2014-11-06,한국,591125,코미디,15세이상관람가,0,11,12,17,"3,869","30,334,000","3,869","주원,최진리,안재현,박세영,김성오",350675,6.44,2225,0,0,0,1,0,0,2,2,0
162,사이코메트리,권호영,씨제이이앤엠(주),2013-03-07,한국,531953,미스터리,청소년관람불가,0,3,7,36,"6,678","46,468,000","6,678","김강우,김범,박혁권,이준혁,서현철,박성웅,서영화",178580,5.6,13,0,0,1,0,0,3,1,2,0
163,몬스터,황인호,롯데쇼핑㈜롯데엔터테인먼트,2014-03-13,한국,526282,스릴러,청소년관람불가,0,3,7,11,"2,366","16,752,000","2,366","이민기,김고은,김뢰하",1767981,9.09,562,0,0,0,1,0,1,1,0,0
164,헬머니,신한솔,(주)넥스트엔터테인먼트월드(NEW),2015-03-05,한국,519983,코미디,청소년관람불가,0,3,12,18,"3,904","32,647,000","3,904","김수미,정만식,김정태이태란이성민,이영은,이영은",646604,7.83,267,0,0,0,0,0,0,0,4,0
165,가려진 시간,엄태화,(주)쇼박스,2016-11-16,한국,510878,드라마,12세이상관람가,0,11,215,362,"19,152","164,812,100","19,152","강동원,신은수,이효제",170568,9.2,396,0,0,0,1,1,0,1,0,0
166,남자사용설명서,이원석,(주)쇼박스,2013-02-14,한국,507257,코미디,15세이상관람가,0,2,10,41,"8,829","68,783,000","8,829","이시영,오정세,이원종",579030,8.91,8711,0,0,0,0,1,0,1,1,0
167,캐치미,이현종,롯데쇼핑㈜롯데엔터테인먼트,2013-12-18,한국,492773,코미디,12세이상관람가,0,12,13,60,"12,852","89,957,500","12,852","김아중,주원",494126,9.36,2173,0,0,0,1,0,0,1,0,0
168,무서운 이야기 2,"김성호,김휘,정범식,민규동",롯데쇼핑㈜롯데엔터테인먼트,2013-06-05,한국,492465,미스터리,15세이상관람가,0,6,8,15,"3,057","18,195,000","3,057","박성웅,이세영,성준,이수혁,백진희,김슬기,정인선,고경표,김지원",270506,8.76,5688,0,0,0,0,0,2,5,2,0
169,또 하나의 약속,김태윤,(주)오에이엘,2014-02-06,한국,489409,드라마,12세이상관람가,0,2,26,48,"9,266","70,203,000","9,266","박철민,김규리,윤유선,박희정",1089458,9.76,4124,0,0,0,0,0,2,1,1,0
170,침묵,정지우,씨제이이앤엠(주),2017-11-02,한국,487897,드라마,15세이상관람가,0,11,18,43,"6,332","57,730,900","6,332","최민식,박신혜,류준열",494097,8.79,319,0,0,0,1,1,1,0,0,0
171,해어화,박흥식,롯데쇼핑㈜롯데엔터테인먼트,2016-04-13,한국,485083,사극,15세이상관람가,0,4,19,42,"7,841","61,525,000","7,841","한효주,유연석,천우희,박성웅",305700,6.08,2066,0,0,0,1,0,1,2,0,0
172,계춘할망,창,(주)콘텐츠 난다긴다,2016-05-19,한국,480987,가족,15세이상관람가,0,5,25,102,"15,115","118,655,000","15,115","윤여정,김고은,김희원",1652934,8.99,466,0,0,0,1,0,1,1,0,0
173,소녀괴담,오인천,(주)리틀빅픽쳐스,2014-07-02,한국,480528,미스터리,15세이상관람가,0,7,7,13,"2,168","15,466,000","2,168","강하늘,김소은",18469,7.47,182,0,0,0,1,0,0,0,1,0
174,조선미녀삼총사,박제현,(주)쇼박스,2014-01-29,한국,480361,코미디,12세이상관람가,0,1,19,37,"6,799","48,415,000","6,799","하지원,강예원,가인,고창석,주상욱,최성민",415488,7.46,1181,0,0,0,1,0,1,2,2,0
175,넛잡: 땅콩 도둑들,피터 레페니오티스,(주)싸이더스,2014-01-29,한국,478392,애니메이션,전체관람가,0,1,6,21,"4,285","32,487,000","4,285","윌아넷,브렌든프레이저,리암니슨,캐서린헤이글,싸이",247885,8.94,404,0,0,0,0,0,0,0,5,0
176,"로봇, 소리",이호재,롯데쇼핑㈜롯데엔터테인먼트,2016-01-27,한국,476665,드라마,12세이상관람가,0,1,147,548,"36,250","302,522,100","36,250","이성민,이희준,이하늬,김원해,채수빈,심은경",29478,9.18,823,0,0,0,1,1,3,0,1,0
177,위험한 상견례 2,김진영,롯데쇼핑㈜롯데엔터테인먼트,2015-04-29,한국,472693,멜로/로맨스,15세이상관람가,0,4,13,28,"5,687","41,362,000","5,687","진세연,홍종현",1135495,8.87,364,0,0,0,1,0,0,0,1,0
178,리얼,이사랑,씨제이이앤엠(주),2017-06-28,한국,470105,액션,청소년관람불가,0,6,7,18,"3,891","30,850,000","3,891","김수현,성동일,이성민",470135,8.15,1994,0,0,0,1,1,1,0,0,0
179,마담 뺑덕,임필성,씨제이이앤엠(주),2014-10-02,한국,465749,멜로/로맨스,청소년관람불가,0,10,21,49,"8,522","70,622,400","8,522","정우성,이솜",551340,8.02,282,0,0,0,0,1,0,0,1,0
180,순수의 시대,안상훈,씨제이이앤엠(주),2015-03-05,한국,465492,사극,청소년관람불가,0,3,23,51,"10,127","91,416,200","10,127","신하균,장혁,강한나,강하늘",946552,8.89,292,0,0,0,1,0,0,1,2,0
181,노브레싱,조용선,(주)나이너스엔터테인먼트,2013-10-30,한국,451669,드라마,15세이상관람가,0,10,18,52,"10,703","78,920,000","10,703","서인국,이종석,권유리",228417,9.11,3816,0,0,0,0,0,1,0,2,0
182,반드시 잡는다,김홍선,(주)넥스트엔터테인먼트월드(NEW),2017-11-29,한국,446379,스릴러,15세이상관람가,0,11,14,31,"7,267","60,825,000","7,267","백윤식,성동일",30116,8.45,263,0,0,0,1,0,1,0,0,0
183,뽀로로 극장판 컴퓨터 왕국 대모험,박영균,(주)넥스트엔터테인먼트월드(NEW),2015-12-10,한국,445014,애니메이션,전체관람가,0,12,6,12,"2,167","19,770,000","2,167","이선,이미자,함수정,홍소영,정미숙,김서영,김환진,엄상현,홍범기",689003,9.76,160,0,0,1,0,0,0,7,1,0
184,원라인,양경모,(주)넥스트엔터테인먼트월드(NEW),2017-03-29,한국,433825,범죄,15세이상관람가,0,3,23,44,"9,888","82,344,000","9,888","임시완,진구,박병은,이동휘,김선영",145063,9.01,218,0,0,0,0,1,1,2,1,0
185,"협녀, 칼의 기억",박흥식,롯데쇼핑㈜롯데엔터테인먼트,2015-08-13,한국,431310,사극,15세이상관람가,0,8,11,28,"6,453","51,439,000","6,453","이병헌,전도연,김고은",305700,6.56,1243,0,0,0,2,0,0,1,0,0
186,터닝메카드W: 블랙미러의 부활,"홍헌표,김석원",씨네그루(주)키다리이엔티,2017-01-18,한국,429569,애니메이션,전체관람가,0,1,5,10,"1,724","13,416,000","1,724","소연,윤아영,신용우,장광,강호철,안영미,윤미나,이재현",225940,9.54,297,0,1,0,0,0,0,1,6,0
187,창수,이덕희,(주)마인스 엔터테인먼트,2013-11-28,한국,429141,드라마,청소년관람불가,0,11,7,17,"3,680","28,904,000","3,680","임창정,안내상,정성화,손은서",188805,9.45,3538,0,0,1,0,0,0,1,2,0
188,오피스,홍원찬,(주)리틀빅픽쳐스,2015-09-03,한국,428429,스릴러,15세이상관람가,0,9,14,70,"13,061","108,912,000","13,061","고아성,박성웅",441208,8.19,258,0,0,0,0,0,2,0,0,0
189,나를 잊지 말아요,이윤정,씨제이이앤엠(주),2016-01-07,한국,425799,멜로/로맨스,15세이상관람가,0,1,22,45,"7,350","65,074,000","7,350","정우성,김하늘,임주은",427197,8.34,235,0,0,1,0,1,0,0,1,0
190,신이 보낸 사람,김진무,(주)씨타마운틴픽쳐스,2014-02-13,한국,423026,드라마,15세이상관람가,0,2,6,31,"7,111","52,321,000","7,111","김인권,홍경인,기주봉,안병경",142601,8.82,1537,0,0,0,1,0,0,0,3,0
191,무뢰한,오승욱,CGV아트하우스,2015-05-27,한국,414626,멜로/로맨스,청소년관람불가,0,5,21,46,"8,043","71,418,000","8,043","김남길,전도연,박성웅",207344,9.53,200,0,0,0,0,0,1,2,0,0
